971733
16428	16676	2853
0	71	0
1079	1176	72
2426	2540	170
4062	4172	285
4948	5007	396
5357	5395	456
5557	5678	495
6552	6662	617
6969	7058	728
9508	9656	818
13209	13312	967
13417	13494	1071
14702	14950	1149
0	303	0
6775	6924	304
8774	8924	454
10126	10243	605
12667	12802	723
13889	13993	859
14236	14642	964
0	301	0
6773	6922	302
8772	8922	452
10124	10241	603
12665	12800	721
16036	16122	857
18495	18835	944
0	298	0
6770	6919	299
8769	8919	449
10121	10238	600
12662	12797	718
13884	13988	854
16033	16119	959
18492	18832	1046
0	139	0
230	685	140
1995	2134	596
3313	3421	736
4447	4575	845
5331	5536	974
5641	5688	1180
6711	6839	1228
6995	7126	1357
7213	7276	1489
9300	9461	1553
0	139	0
230	685	140
1995	2134	596
3313	3421	736
4447	4575	845
5331	5536	974
5641	5688	1180
6711	6839	1228
6995	7126	1357
7213	7276	1489
9295	9463	1553
0	139	0
230	685	140
1995	2134	596
3313	3421	736
4447	4575	845
5331	5536	974
5641	5688	1180
6711	6839	1228
6995	7126	1357
9494	9669	1489
0	139	0
230	685	140
1995	2134	596
3313	3421	736
4447	4575	845
5331	5536	974
5641	5688	1180
6711	6839	1228
6995	7126	1357
7213	7276	1489
9470	10243	1553
0	139	0
230	685	140
1995	2134	596
3313	3421	736
4447	4575	845
5331	5536	974
5641	5688	1180
6995	7126	1228
7213	7276	1360
9470	10243	1424
0	139	0
230	685	140
1995	2134	596
3313	3421	736
4447	4575	845
5331	5536	974
5641	5688	1180
6995	7126	1228
7213	7276	1360
9494	10243	1424
0	109	0
200	655	110
1965	2104	566
3283	3391	706
4417	4545	815
5301	5506	944
5611	5658	1150
6681	6809	1198
6965	7096	1327
7183	7246	1459
9464	10214	1523
0	4103	0
7138	7316	4104
8307	8534	4283
9233	9367	4511
10084	10218	4646
14218	14389	4781
16138	16208	4953
16294	16382	5024
18057	18246	5113
20557	20669	5303
23655	23847	5416
24653	24781	5609
27806	27937	5738
28470	28619	5870
44984	45099	6020
45762	46018	6136
0	586	0
24816	24915	587
30447	30601	687
31217	31337	842
31767	31892	963
31982	32023	1089
33440	33601	1131
33689	33796	1293
35030	35125	1401
38270	38392	1497
38485	38631	1620
39207	39358	1767
40239	40336	1919
40489	40646	2017
41483	41661	2175
41744	41882	2354
42553	42746	2493
43977	44127	2687
45198	45281	2838
45953	46069	2922
46561	46653	3039
47931	51392	3132
0	586	0
24816	24915	587
30447	30601	687
31217	31337	842
31767	31892	963
31982	32023	1089
33440	33601	1131
33689	33796	1293
35030	35125	1401
38270	38392	1497
38485	38631	1620
39207	39358	1767
40239	40336	1919
40489	40646	2017
41483	41661	2175
41744	41882	2354
42553	42746	2493
43977	44127	2687
45198	45281	2838
45953	46069	2922
46561	46653	3039
47934	51392	3132
0	2115	0
4506	4680	2116
6413	7633	2291
8556	8598	3512
8695	8745	3555
15891	16034	3606
16218	16346	3750
16481	16599	3879
16774	16903	3998
18307	18377	4128
25990	26428	4199
27134	27237	4638
27933	28067	4742
28395	28490	4877
29303	29389	4973
39010	39297	5060
42215	42949	5348
0	2115	0
4160	4249	2116
4506	4680	2206
6413	7633	2381
8556	8598	3602
8695	8745	3645
15891	16034	3696
16218	16346	3840
16481	16599	3969
16774	16903	4088
18307	18377	4218
25990	26428	4289
27134	27237	4728
27933	28067	4832
28395	28490	4967
29303	29389	5063
39010	39297	5150
42215	42949	5438
0	2115	0
4506	4749	2116
6413	7633	2360
8556	8598	3581
8695	8745	3624
15891	16034	3675
16218	16346	3819
16481	16599	3948
16774	16903	4067
18307	18377	4197
25990	26428	4268
27134	27237	4707
27933	28067	4811
28395	28490	4946
29303	29389	5042
39010	39297	5129
42215	42949	5417
0	2115	0
4160	4249	2116
4506	4749	2206
6413	7633	2450
8556	8598	3671
8695	8745	3714
15891	16034	3765
16218	16346	3909
16481	16599	4038
16774	16903	4157
18307	18377	4287
25990	26428	4358
27134	27237	4797
27933	28067	4901
28395	28490	5036
29303	29389	5132
39010	39297	5219
42215	42949	5507
0	4249	0
4506	4749	4250
6413	7633	4494
8556	8598	5715
8695	8745	5758
15891	16034	5809
16218	16346	5953
16481	16599	6082
16774	16903	6201
18307	18377	6331
25990	26428	6402
27134	27237	6841
27933	28067	6945
28395	28490	7080
29303	29389	7176
39010	39297	7263
42215	42949	7551
0	124	0
1164	1200	125
2138	2217	162
11097	11235	242
11768	12010	381
15691	15777	624
17427	17483	711
19778	19828	768
19917	19990	819
23530	23629	893
28044	28154	993
28845	28946	1104
29718	29880	1206
30196	30375	1369
30606	30730	1549
36012	38135	1674
0	124	0
1164	1200	125
2138	2217	162
11097	11235	242
11768	12010	381
15691	15777	624
17427	17483	711
19778	19828	768
19917	19990	819
23530	23629	893
28062	28154	993
28845	28946	1086
29718	29880	1188
30196	30375	1351
30606	30730	1531
36012	38135	1656
0	1098	0
1170	1241	1099
1901	1983	1171
2238	2292	1254
2993	3073	1309
3854	3949	1390
5217	5315	1486
5656	5769	1585
5871	5920	1699
6039	6165	1749
6457	7022	1876
0	136	0
208	279	137
939	1021	209
1276	1330	292
2031	2111	347
2892	2987	428
4694	4807	524
4909	4958	638
5077	5203	688
5495	6060	815
0	134	0
937	1019	135
1274	1328	218
2029	2109	273
2890	2985	354
4253	4351	450
4692	4805	549
4907	4956	663
5075	5201	713
5493	6058	840
0	117	0
189	260	118
920	998	190
1262	1311	269
2012	2092	319
2873	2968	400
4236	4334	496
4675	4788	595
4890	4939	709
5058	5184	759
5476	6041	886
0	495	0
590	668	496
932	981	575
1682	1762	625
2543	2638	706
3906	4004	802
4345	4458	901
4560	4609	1015
4728	4854	1065
5146	5711	1192
0	489	0
584	666	490
921	975	573
1676	1756	628
2537	2632	709
3900	3998	805
4339	4452	904
4554	4603	1018
4722	4848	1068
5140	5705	1195
0	833	0
938	1023	834
1103	1486	920
0	833	0
938	1023	834
1103	1264	920
1437	1742	1082
0	833	0
938	1023	834
1103	1264	920
1433	1742	1082
0	542	0
842	2232	543
4859	4984	1934
5066	5147	2060
5996	6133	2142
6259	6376	2280
6475	6570	2398
11047	11143	2494
11860	11911	2591
11995	12667	2643
0	10	0
376	558	11
3185	3310	194
3392	3473	320
4322	4459	402
4585	4702	540
4801	4896	658
9373	9469	754
10186	10237	851
10321	10540	903
0	122	0
1995	2091	123
2809	2860	220
2944	3619	272
0	760	0
844	1519	761
0	396	0
1037	1336	397
1339	1541	697
3210	3393	900
3580	3644	1084
4414	4582	1149
7599	8171	1318
9137	9954	1891
0	716	0
1460	1546	717
1858	1986	804
2758	2832	933
3075	3213	1008
4464	4581	1147
6789	7286	1265
10027	10604	1763
0	716	0
1460	1546	717
3075	3213	804
4446	4581	943
6789	7286	1079
10027	10604	1577
0	716	0
1460	1546	717
1858	1986	804
3075	3213	933
4446	4581	1072
6789	7286	1208
10027	10604	1706
0	716	0
1460	1546	717
3075	3266	804
4464	4581	996
6789	7286	1114
10027	10605	1612
0	716	0
1460	1546	717
1858	1986	804
2758	2832	933
3075	3213	1008
4446	4581	1147
6789	7286	1283
10027	10605	1781
0	716	0
1460	1546	717
1858	1986	804
2758	2832	933
3075	3213	1008
4446	4581	1147
6789	7286	1283
10027	10155	1781
10615	10771	1910
12783	12934	2067
0	716	0
1460	1546	717
1858	1986	804
3075	3213	933
4464	4581	1072
6789	7286	1190
10027	10155	1688
10615	10771	1817
12783	12939	1974
0	716	0
1460	1546	717
1858	1986	804
2758	2832	933
3075	3213	1008
4446	4581	1147
6789	7286	1283
10027	10155	1781
10615	10771	1910
12887	12962	2067
0	136	0
5026	5237	137
5825	6023	349
6129	6250	548
7205	7286	670
11527	11662	752
15826	15984	888
18752	18889	1047
19365	19474	1185
19826	19993	1295
22806	22930	1463
23314	23455	1588
23772	23944	1730
24241	24326	1903
24633	24716	1989
24802	24892	2073
24969	25320	2164
0	245	0
3563	3774	246
4362	4560	458
4666	4787	657
5742	5823	779
10064	10199	861
14363	14521	997
17289	17426	1156
17902	18011	1294
18363	18530	1404
21343	21467	1572
21851	21992	1697
22309	22481	1839
22778	22863	2012
23170	23253	2098
23339	23429	2182
23506	23857	2273
0	5796	0
6786	7008	5797
7667	7997	6020
8073	10447	6351
0	5796	0
6786	7008	5797
7737	7997	6020
8073	10447	6281
0	92	0
220	388	93
1378	1600	262
2259	2589	485
2665	5039	816
0	287	0
1282	1504	288
2163	2493	511
2569	4943	842
0	292	0
1282	1384	293
2233	2493	396
2569	4943	657
0	287	0
1282	1504	288
2233	2493	511
2569	4943	772
0	1370	0
4553	4651	1371
9166	9211	1470
9532	9631	1516
11523	11749	1616
13180	13245	1843
15628	15737	1909
19836	19995	2019
21204	21272	2179
22707	22754	2248
24467	24516	2296
25154	25220	2346
35267	35384	2413
36668	36814	2531
37321	37409	2678
39022	39140	2767
53050	53283	2886
0	1365	0
2672	2716	1366
4548	4646	1411
9161	9206	1510
9527	9626	1556
11518	13038	1656
13175	13240	3177
15623	15732	3243
19831	19990	3353
21199	21267	3513
22702	22749	3582
24462	24511	3630
25149	25215	3680
35262	35379	3747
36663	36809	3865
37316	37404	4012
39017	39135	4101
53045	53276	4220
0	1365	0
2672	2716	1366
4548	4646	1411
9161	9206	1510
9527	9626	1556
11518	11744	1656
13175	13240	1883
15623	15732	1949
19831	19990	2059
21199	21267	2219
22702	22749	2288
24462	24511	2336
25149	25215	2386
35262	35379	2453
36663	36809	2571
37316	37404	2718
39017	39135	2807
53045	53281	2926
0	1365	0
4548	4646	1366
9161	9206	1465
9527	9626	1511
11518	11744	1611
15623	15732	1838
19831	19990	1948
21199	21267	2108
22702	22749	2177
24462	24511	2225
25149	25215	2275
35262	35379	2342
36663	36809	2460
37316	37404	2607
39017	39135	2696
53045	53290	2815
0	1365	0
2672	2716	1366
4548	4646	1411
9161	9206	1510
9527	9626	1556
11518	11744	1656
15623	15732	1883
19831	19990	1993
21199	21267	2153
22702	22749	2222
24462	24511	2270
25149	25215	2320
35262	35379	2387
36663	36809	2505
37316	37404	2652
39017	39135	2741
53045	53303	2860
0	227	0
1670	1896	228
3327	3392	455
5775	5884	521
9983	10142	631
11351	11419	791
12854	12901	860
14614	14663	908
15301	15367	958
25414	25531	1025
26815	26961	1143
27468	27556	1290
29169	29287	1379
43197	43428	1498
0	224	0
1667	1893	225
5772	5881	452
9980	10139	562
11348	11416	722
12851	12898	791
14611	14660	839
15298	15364	889
25411	25528	956
26812	26958	1074
27465	27553	1221
29166	29284	1310
43194	43439	1429
0	881	0
4138	4200	882
4533	5610	945
0	924	0
6300	6402	925
6521	6701	1028
7743	7835	1209
9601	9663	1302
10248	10366	1365
15684	15848	1484
16808	16882	1649
21676	21786	1724
22118	22203	1835
23859	24996	1921
25119	25205	3059
25390	25470	3146
26819	26923	3227
33680	35452	3332
0	179	0
20874	20939	180
21372	21476	246
21559	21714	351
22275	22548	507
22638	24007	781
0	133	0
11976	12151	134
13629	13726	310
20828	20893	408
21326	21430	474
21513	21668	579
22229	22502	735
22592	23942	1009
0	132	0
7786	7930	133
20827	20892	278
21325	21429	344
21512	21667	449
22228	22501	605
22591	23941	879
0	131	0
7438	7582	132
20479	20544	277
20977	21081	343
21164	21319	448
21880	22153	604
22243	23593	878
0	131	0
11627	11802	132
20479	20544	308
20977	21081	374
21164	21319	479
21880	22153	635
22243	23593	909
0	131	0
11627	11802	132
13280	13377	308
20479	20544	406
20977	21081	472
21164	21319	577
21880	22153	733
22243	23612	1007
0	59	0
20407	20472	60
20905	21009	126
21092	21247	231
21808	22081	387
22171	23540	661
0	5109	0
12165	12291	5110
13033	13524	5237
13904	14021	5729
15284	15410	5847
39017	39119	5974
0	721	0
816	942	722
1684	2175	849
2555	2672	1341
3935	4061	1459
27668	27739	1586
0	720	0
815	941	721
1683	2174	848
2554	2671	1340
3934	4061	1458
0	720	0
815	941	721
1683	2174	848
2554	2671	1340
3934	4060	1458
4668	4805	1585
0	313	0
494	574	314
3724	3962	395
4419	4668	634
5994	6184	884
7217	7505	1075
0	573	0
3723	3961	574
4418	4667	813
5993	6183	1063
7216	7504	1254
0	1168	0
1726	1842	1169
6805	6902	1286
8630	8745	1384
9132	9260	1500
11123	11187	1629
12067	12214	1694
20833	20985	1842
22914	23114	1995
23757	23840	2196
30824	30957	2280
35631	35871	2414
0	1168	0
6805	6902	1169
8630	8745	1267
9132	9260	1383
11123	11187	1512
12067	12214	1577
20833	20985	1725
22914	23114	1878
23757	23840	2079
30824	30957	2163
35631	35908	2297
0	177	0
2603	2699	178
3498	3572	275
7758	7828	350
8188	8371	421
11207	11283	605
22818	22868	682
28595	28681	733
29134	29216	820
49011	49065	903
49581	49638	958
49716	49861	1016
49938	50030	1162
50138	50269	1255
50716	50842	1387
51092	51267	1514
51750	51858	1690
51968	52054	1799
52135	52277	1886
52351	52455	2029
52533	52618	2134
53584	53725	2220
53831	53920	2362
54771	54887	2452
55139	55274	2569
55675	55766	2705
56239	56325	2797
56843	57060	2884
0	176	0
2602	2698	177
3497	3571	274
7757	7827	349
8187	8370	420
11206	11282	604
22817	22867	681
28594	28680	732
29133	29215	819
49010	49064	902
49580	49637	957
49715	49860	1015
49937	50029	1161
50137	50268	1254
50715	50841	1386
51091	51266	1513
51749	51857	1689
51967	52053	1798
52134	52276	1885
52350	52454	2028
52532	52617	2133
53583	53724	2219
53830	53919	2361
54770	54886	2451
55138	55273	2568
55674	55765	2704
56238	56324	2796
56442	57059	2883
0	173	0
2599	2695	174
3494	3568	271
7754	7824	346
8184	8367	417
11203	11279	601
22814	22864	678
28591	28677	729
29130	29212	816
49007	49061	899
49577	49634	954
49712	49857	1012
49934	50026	1158
50134	50265	1251
50712	50838	1383
51088	51263	1510
51746	51854	1686
51964	52050	1795
52131	52273	1882
52347	52451	2025
52529	52614	2130
53580	53721	2216
53827	53916	2358
54767	54883	2448
55135	55270	2565
55671	55762	2701
56235	56321	2793
67390	67474	2880
68264	68400	2965
68734	68799	3102
69162	69329	3168
0	128	0
1264	1360	129
2159	2233	226
6419	6489	301
6849	7032	372
9868	9944	556
21479	21529	633
27256	27342	684
27795	27877	771
47672	47726	854
48242	48299	909
48377	48522	967
48599	48691	1113
48799	48930	1206
49377	49503	1338
49753	49928	1465
50411	50519	1641
50629	50715	1750
50796	50938	1837
51012	51116	1980
51194	51279	2085
52245	52386	2171
52492	52581	2313
53432	53548	2403
53800	53935	2520
54336	54427	2656
54900	54986	2748
55504	55721	2835
0	123	0
1259	1355	124
2154	2228	221
6414	6484	296
6844	7027	367
9863	9939	551
21474	21524	628
27251	27337	679
27790	27872	766
47667	47721	849
48237	48294	904
48372	48517	962
48594	48686	1108
48794	48925	1201
49372	49498	1333
49748	49923	1460
50406	50514	1636
50624	50710	1745
50791	50933	1832
51007	51111	1975
51189	51274	2080
52240	52381	2166
52487	52576	2308
53427	53543	2398
53795	53930	2515
54331	54422	2651
54895	54981	2743
55099	55716	2830
0	2643	0
8599	9853	2644
0	2643	0
10559	11052	2644
0	2643	0
8599	8660	2644
10559	11052	2706
0	5475	0
5850	5933	5476
8599	8660	5560
10559	11052	5622
0	129	0
6362	6446	130
7236	7372	215
7706	7771	352
8134	8301	418
0	129	0
6362	6446	130
7236	7372	215
7706	7771	352
8134	8272	418
9055	9199	557
0	129	0
6362	6446	130
7236	7372	215
7706	7771	352
8134	8272	418
16323	16489	557
0	2728	0
3955	4073	2729
4161	4294	2848
4381	4557	2982
5264	5436	3159
6268	6504	3332
9753	10195	3569
0	2728	0
3955	4073	2729
4161	4294	2848
4381	4557	2982
5264	5436	3159
6268	6504	3332
9753	9830	3569
10937	13583	3647
0	2728	0
3955	4073	2729
4161	4294	2848
4381	4557	2982
5264	5436	3159
6268	6504	3332
9753	9830	3569
20434	20579	3647
0	2728	0
3955	4073	2729
4161	4294	2848
4381	4557	2982
5264	5436	3159
6268	6504	3332
20434	20654	3569
0	220	0
1308	1449	221
12667	12832	363
12939	13037	529
13426	13596	628
14135	14275	799
14828	14983	940
16043	17085	1096
0	586	0
8706	8871	587
8978	9076	753
9465	9635	852
10174	10314	1023
10867	11022	1164
12082	13124	1320
0	223	0
8284	8449	224
8556	8654	390
9043	9213	489
9752	9892	660
10445	10600	801
11660	12702	957
0	3383	0
7550	7715	3384
7822	7920	3550
8309	8479	3649
9018	9158	3820
9711	9866	3961
10926	11968	4117
0	256	0
27775	27876	257
28847	28942	359
32163	32279	455
33854	34087	572
35416	38557	806
0	232	0
25125	26117	233
27751	27852	1226
28823	28918	1328
32139	32255	1424
33830	34063	1541
35392	38533	1775
0	451	0
27588	27689	452
28660	28755	554
31976	32092	650
33667	33900	767
35229	38370	1001
0	1929	0
11533	12525	1930
14159	14260	2923
15231	15326	3025
18547	18663	3121
20238	20471	3238
21800	24941	3472
0	1920	0
14150	14251	1921
15222	15317	2023
18538	18654	2119
20229	20462	2236
21791	24932	2470
0	738	0
12205	12306	739
13277	13372	841
16593	16709	937
18284	18517	1054
19846	22987	1288
0	3387	0
8832	9824	3388
11458	11559	4381
12530	12625	4483
15846	15962	4579
17537	17770	4696
19099	22240	4930
0	3387	0
11458	11559	3388
12530	12625	3490
15846	15962	3586
17537	17770	3703
19099	22240	3937
0	69	0
4977	5969	70
7603	7704	1063
8675	8770	1165
11991	12107	1261
13682	13915	1378
15244	18385	1612
0	295	0
1921	2200	296
56796	58530	576
138276	138356	2311
145041	145231	2392
158719	158823	2583
159614	159831	2688
164402	164504	2906
166888	167096	3009
169552	169711	3218
170702	170850	3378
176094	176135	3527
180988	186389	3569
0	295	0
1976	2200	296
56796	58530	521
138276	138356	2256
145041	145231	2337
158719	158823	2528
159614	159831	2633
164402	164504	2851
166888	167096	2954
169552	169711	3163
170702	170850	3323
176094	176135	3472
180988	186389	3514
0	136	0
434	2168	137
81914	81994	1872
88679	88869	1953
102357	102461	2144
103252	103469	2249
108040	108142	2467
110526	110734	2570
113190	113349	2779
114340	114488	2939
119732	119773	3088
124626	130027	3130
0	135	0
433	2167	136
88678	88868	1871
102356	102460	2062
103251	103468	2167
108039	108141	2385
110525	110733	2488
113189	113348	2697
114339	114487	2857
119731	119772	3006
124625	130026	3048
0	113	0
2232	2327	114
14513	14616	210
14741	14781	314
15981	18286	355
0	286	0
25621	26333	287
61692	61868	1000
82558	82798	1177
84044	84157	1418
92955	93197	1532
94814	94916	1775
95182	95328	1878
96414	96531	2025
97218	97389	2143
97685	97729	2315
99925	100049	2360
100705	100893	2485
102453	102869	2674
105090	105269	3091
106260	106449	3271
112265	112383	3461
113174	113413	3580
113944	114032	3820
120061	120141	3909
122174	122230	3990
125475	125552	4047
125875	125942	4125
131713	131863	4193
132216	132362	4344
132837	132950	4491
134242	134407	4605
134574	134741	4771
136599	136760	4939
136926	137207	5101
138643	141877	5383
0	1096	0
1184	1356	1097
2062	2152	1270
3367	3783	1361
0	88	0
35743	35907	89
36731	36813	254
37860	38000	337
41244	41315	478
42490	42650	550
43094	43203	711
43653	43726	821
44499	44654	895
46427	46547	1051
46950	47019	1172
50430	50577	1242
52007	52192	1390
52592	52730	1576
53381	53466	1715
54673	54818	1801
58089	58161	1947
58324	58563	2020
0	1855	0
5777	5873	1856
6255	6409	1953
6482	6594	2108
6714	6829	2221
7122	7205	2337
7310	7398	2421
7759	7906	2510
8177	9306	2658
15095	15243	3788
56448	56790	3937
0	1129	0
1588	1855	1130
5777	5873	1398
6255	6409	1495
6482	6594	1650
6714	6829	1763
7122	7205	1879
7310	7398	1963
8177	8257	2052
8386	9306	2133
15095	15243	3054
56448	56793	3203
0	1855	0
5777	5873	1856
6255	6409	1953
6482	6594	2108
6714	6829	2221
7122	7205	2337
7310	7398	2421
8177	8257	2510
8386	9306	2591
15095	15243	3512
56448	56793	3661
0	1855	0
5777	5873	1856
6255	6409	1953
6482	6594	2108
6714	6829	2221
7122	7205	2337
7310	7398	2421
7759	9306	2510
15095	15243	4058
56448	56807	4207
0	383	0
600	696	384
1078	1232	481
1305	1417	636
1537	1652	749
1945	2028	865
2133	2221	949
2582	2837	1038
0	383	0
600	696	384
1078	1232	481
1305	1417	636
1537	1652	749
1945	2028	865
2133	2221	949
2582	2729	1038
3000	3136	1186
0	383	0
600	696	384
1078	1232	481
1305	1417	636
1537	1652	749
1945	2028	865
2133	2221	949
2582	3080	1038
3209	3227	1537
0	383	0
600	696	384
1078	1232	481
1305	1417	636
1537	1652	749
1945	2028	865
2133	2221	949
2582	3030	1038
3162	4129	1487
9918	10066	2455
51271	51615	2604
0	383	0
600	696	384
1078	1232	481
1305	1417	636
1537	1652	749
1945	2028	865
2133	2221	949
2582	2729	1038
3000	3030	1186
3162	4129	1217
9918	10066	2185
51271	51616	2334
0	383	0
600	696	384
1078	1232	481
1305	1417	636
1537	1652	749
1945	2028	865
2133	2221	949
3000	3030	1038
3209	4129	1069
9918	10066	1990
51271	51618	2139
0	383	0
600	696	384
1078	1232	481
1305	1417	636
1537	1652	749
1945	2028	865
2133	2221	949
3000	3080	1038
3209	4129	1119
9918	10066	2040
51271	51618	2189
0	72	0
2265	2397	73
2904	3300	206
5178	5399	603
7955	8144	825
9122	9334	1015
11472	11680	1228
11813	12135	1437
12642	12879	1760
13277	13365	1998
14270	14416	2087
15050	15219	2234
16063	18323	2404
20717	20816	4665
21357	21773	4765
22171	23269	5182
0	70	0
2263	2395	71
2902	3298	204
7953	8142	601
9120	9332	791
11470	11678	1004
11811	12133	1213
12640	12877	1536
13275	13363	1774
14268	14414	1863
15048	15217	2010
16061	18321	2180
20715	20814	4441
21355	21771	4541
22169	23267	4958
0	106	0
2215	2347	107
2854	3250	240
7905	8094	637
9072	9284	827
11422	11630	1040
11763	12085	1249
12592	12829	1572
13227	13315	1810
14220	14366	1899
15000	15169	2046
16013	18273	2216
20667	20766	4477
21307	21723	4577
22121	23219	4994
0	105	0
2214	2346	106
2853	3249	239
5127	5348	636
7904	8093	858
9071	9283	1048
11421	11629	1261
11762	12084	1470
12591	12828	1793
13226	13314	2031
14219	14365	2120
14999	15168	2267
16012	18272	2437
20666	20765	4698
21306	21722	4798
22120	23218	5215
0	1300	0
1428	4448	1301
5244	5440	4322
0	4448	0
5244	5440	4449
0	128	0
1001	1095	129
4423	4521	224
5133	5270	323
0	119	0
263	1933	120
2834	2983	1791
3922	4079	1941
4202	5485	2099
6007	7088	3383
19627	20366	4465
0	119	0
263	1933	120
2834	2983	1791
3922	4079	1941
4202	7088	2099
19627	20366	4986
0	119	0
263	1933	120
2834	2983	1791
3922	4079	1941
4202	7088	2099
19627	19758	4986
22624	22711	5118
0	324	0
16508	16600	325
17367	17428	418
17699	17900	480
17989	19741	682
20560	20646	2435
24564	24647	2522
25088	25171	2606
26730	26813	2690
28056	28139	2774
28866	28949	2858
29571	29654	2942
30112	30195	3026
30804	30887	3110
31338	31421	3194
33878	33961	3278
34345	34428	3362
35021	35104	3446
35245	35562	3530
36257	45598	3848
0	324	0
16508	16600	325
17367	17428	418
17699	17900	480
17989	19741	682
20560	20646	2435
24564	24647	2522
25088	25171	2606
26730	26813	2690
28056	28139	2774
28866	28949	2858
29571	29654	2942
30112	30195	3026
30804	30887	3110
31338	31421	3194
33878	33961	3278
34345	34428	3362
35021	35104	3446
35479	35562	3530
36257	45598	3614
0	306	0
16490	16582	307
17349	17410	400
17681	17882	462
17971	19723	664
20542	20628	2417
24546	24629	2504
25070	25153	2588
26712	26795	2672
28038	28121	2756
28848	28931	2840
29553	29636	2924
30094	30177	3008
30786	30869	3092
31320	31403	3176
33860	33943	3260
34327	34410	3344
35003	35086	3428
35461	35544	3512
40754	45580	3596
0	130	0
13708	14367	131
16314	16406	791
17173	17234	884
17455	17706	946
17795	19547	1198
20366	20452	2951
24370	24453	3038
24894	24977	3122
26536	26619	3206
27862	27945	3290
28672	28755	3374
29377	29460	3458
29918	30001	3542
30610	30693	3626
31144	31227	3710
33684	33767	3794
34151	34234	3878
34827	34910	3962
35285	35368	4046
40578	45404	4130
0	130	0
16314	16406	131
17173	17234	224
17455	17706	286
17795	19547	538
20366	20452	2291
24370	24453	2378
24894	24977	2462
26536	26619	2546
27862	27945	2630
28672	28755	2714
29377	29460	2798
29918	30001	2882
30610	30693	2966
31144	31227	3050
33684	33767	3134
34151	34234	3218
34827	34910	3302
35285	35368	3386
40578	45404	3470
0	99	0
13540	14336	100
16283	16375	897
17142	17203	990
17424	17675	1052
17764	19516	1304
20335	20421	3057
24339	24422	3144
24863	24946	3228
26505	26588	3312
27831	27914	3396
28641	28724	3480
29346	29429	3564
29887	29970	3648
30579	30662	3732
31113	31196	3816
33653	33736	3900
34120	34203	3984
34796	34879	4068
35254	35337	4152
40547	45373	4236
0	7174	0
9121	9213	7175
9980	10041	7268
10262	10513	7330
10602	12354	7582
13173	13259	9335
17177	17260	9422
17701	17784	9506
19343	19426	9590
20669	20752	9674
21479	21562	9758
22184	22267	9842
22725	22808	9926
23417	23500	10010
23951	24034	10094
26491	26574	10178
26958	27041	10262
27596	27717	10346
0	7174	0
9121	9213	7175
9980	10041	7268
10262	10513	7330
10602	12354	7582
13173	13259	9335
17177	17260	9422
17701	17784	9506
19343	19426	9590
20669	20752	9674
21479	21562	9758
22184	22267	9842
22725	22808	9926
23417	23500	10010
23951	24034	10094
26491	26574	10178
26958	27041	10262
27634	27717	10346
27858	28175	10430
28870	38211	10748
0	7174	0
9121	9213	7175
9980	10041	7268
10312	10513	7330
10602	12354	7532
13173	13259	9285
17177	17260	9372
17701	17784	9456
19343	19426	9540
20669	20752	9624
21479	21562	9708
22184	22267	9792
22725	22808	9876
23417	23500	9960
23951	24034	10044
26491	26574	10128
26958	27041	10212
27596	27717	10296
28092	28175	10418
28870	38211	10502
0	7174	0
9121	9213	7175
9980	10041	7268
10262	10513	7330
10602	12354	7582
13173	13259	9335
17177	17260	9422
17701	17784	9506
19343	19426	9590
20669	20752	9674
21479	21562	9758
22184	22267	9842
22725	22808	9926
23417	23500	10010
23951	24034	10094
26491	26574	10178
26958	27041	10262
27634	27717	10346
28092	28175	10430
28870	38211	10514
0	7174	0
9121	9213	7175
9980	10041	7268
10262	10513	7330
10602	12354	7582
13173	13259	9335
17177	17260	9422
17701	17784	9506
19343	19426	9590
20669	20752	9674
21479	21562	9758
22184	22267	9842
23417	23500	9926
23951	24034	10010
26491	26574	10094
26958	27041	10178
27634	27717	10262
28092	28175	10346
28870	38211	10430
0	7174	0
9121	9213	7175
9980	10041	7268
10262	10513	7330
10602	12354	7582
13173	13259	9335
17177	17260	9422
17701	17784	9506
19343	19426	9590
20669	20752	9674
21479	21562	9758
22184	22267	9842
23417	23500	9926
23951	24034	10010
26491	26574	10094
26958	27041	10178
27634	27717	10262
28092	28175	10346
33385	38211	10430
0	7174	0
9121	9213	7175
9980	10041	7268
10262	10513	7330
10602	12354	7582
13173	13259	9335
17177	17260	9422
17701	17784	9506
19343	19426	9590
20669	20752	9674
21479	21562	9758
23417	23500	9842
23951	24034	9926
26491	26574	10010
26958	27041	10094
27634	27717	10178
28092	28175	10262
33385	38211	10346
0	7174	0
9121	9213	7175
9980	10041	7268
10312	10513	7330
10602	12354	7532
13173	13259	9285
17177	17260	9372
17701	17784	9456
19343	19426	9540
20669	20752	9624
21479	21562	9708
22184	22267	9792
22725	22808	9876
23417	23500	9960
23951	24034	10044
26491	26574	10128
26958	27041	10212
27634	27717	10296
28092	28175	10380
28870	38211	10464
0	6718	0
6990	7174	6719
9121	9213	6904
9980	10041	6997
10262	10513	7059
10602	12354	7311
13173	13259	9064
17177	17260	9151
17701	17784	9235
19343	19426	9319
20669	20752	9403
21479	21562	9487
22184	22267	9571
22725	22808	9655
23417	23500	9739
23951	24034	9823
26491	26574	9907
26958	27041	9991
27634	27717	10075
28092	28175	10159
33385	38211	10243
0	6718	0
7061	7174	6719
9121	9213	6833
9980	10041	6926
10262	10513	6988
